step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
188,0,morning,NS,11.938837944081124,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
188,1,morning,NS,11.938837944081124,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
188,2,morning,EW,12.033518121922693,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
189,0,morning,EW,12.04853862188729,6,0,0,4,4,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
189,1,morning,EW,12.042985542134131,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
189,2,morning,NS,11.941271052498658,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
190,0,morning,NS,11.945760887777327,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
190,1,morning,NS,11.943236874344517,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
190,2,morning,EW,12.039462631033858,3,0,0,8,8,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
191,0,morning,EW,12.043633130687642,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
191,1,morning,EW,12.049189521388639,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
191,2,morning,NS,11.945913706503433,0,4,6,0,6,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
192,0,morning,NS,11.949797269414733,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
192,1,morning,NS,11.949797269414733,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
192,2,morning,EW,12.04504074403524,5,0,0,8,8,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
193,0,morning,EW,12.049118072893016,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
193,1,morning,EW,12.049118072893016,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
193,2,morning,NS,11.953646741015463,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
194,0,morning,NS,11.957955828028823,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
194,1,morning,NS,11.954164756102006,0,4,6,0,6,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
194,2,morning,EW,12.06337772958905,5,0,0,4,4,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
195,0,morning,EW,12.054582453266226,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
195,1,morning,EW,12.054582453266226,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
195,2,morning,NS,11.958882297965646,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
196,0,morning,NS,11.960417223668031,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
196,1,morning,NS,11.959154393730184,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
196,2,morning,EW,12.063034743182989,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
197,0,morning,EW,12.066096326044867,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
197,1,morning,EW,12.060534787796065,6,0,0,8,8,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
197,2,morning,NS,11.962044080544764,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
198,0,morning,NS,11.967877219373477,1,4,11,0,11,2.5,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
198,1,morning,NS,11.967877219373477,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
198,2,morning,EW,12.06263805442796,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
199,0,morning,EW,12.067608163364385,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(1,4), time=morning, emergency=False"
199,1,morning,EW,12.066327253137498,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
199,2,morning,NS,11.968826393955613,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
200,0,afternoon,NS,11.937135014127298,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
200,1,afternoon,NS,11.938424239446203,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=afternoon, emergency=False"
200,2,afternoon,EW,12.041325456257793,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
201,0,afternoon,EW,12.044575605174387,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
201,1,afternoon,EW,12.050300452448289,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
201,2,afternoon,NS,11.940193898503589,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
202,0,afternoon,NS,11.941657535542555,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
202,1,afternoon,NS,11.94294621022839,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
202,2,afternoon,EW,12.053151476949374,2,0,0,4,4,1.0,2,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
203,0,afternoon,EW,12.043890391046842,4,0,0,8,8,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
203,1,afternoon,EW,12.043890391046842,2,0,0,8,8,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
203,2,afternoon,NS,11.942434922911126,0,2,6,0,6,1.0,2,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
204,0,afternoon,NS,11.948116592279579,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
204,1,afternoon,NS,11.945538579195388,0,3,5,0,5,1.5,3,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
204,2,afternoon,EW,12.058562919431521,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
205,0,afternoon,EW,12.049120800586781,2,0,0,8,8,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
205,1,afternoon,EW,12.054851012938665,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
205,2,afternoon,NS,11.950013818397837,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
206,0,afternoon,NS,11.950139562459718,0,4,5,0,5,2.0,4,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
206,1,afternoon,NS,11.951428840688436,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
206,2,afternoon,EW,12.057653222713462,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
207,0,afternoon,EW,12.05410922876954,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
207,1,afternoon,EW,12.05984069550989,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
207,2,afternoon,NS,11.95348761773699,0,2,5,0,5,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
208,0,afternoon,NS,11.955593546318099,0,4,6,0,6,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
208,1,afternoon,NS,11.955593546318099,0,3,5,0,5,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
208,2,afternoon,EW,12.067751375372607,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
209,0,afternoon,EW,12.057863051007136,2,0,0,7,7,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
209,1,afternoon,EW,12.063595518990935,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
209,2,afternoon,NS,11.958367960631296,0,2,7,0,7,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
210,0,afternoon,NS,11.958642462254746,0,4,5,0,5,2.0,4,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
210,1,afternoon,NS,11.959934284897077,0,2,5,0,5,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
210,2,afternoon,EW,12.072287204330262,2,0,0,4,4,1.0,2,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
211,0,afternoon,EW,12.062481980089055,4,0,0,8,8,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
211,1,afternoon,EW,11.86014136535759,3,0,0,6,6,1.5,3,True,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=True | Emergency override: granted immediate green to priority approach."
211,2,afternoon,NS,11.96020409145136,0,3,4,0,4,1.5,3,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
212,0,afternoon,NS,11.96477391325297,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
212,1,afternoon,EW,12.091348537603272,6,0,0,3,3,3.0,6,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
212,2,afternoon,EW,12.070268966409525,2,0,0,7,7,1.0,2,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
213,0,afternoon,EW,12.066148190363762,3,0,0,8,8,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
213,1,afternoon,NS,11.968891278724538,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=afternoon, emergency=False"
213,2,afternoon,NS,11.963704869801287,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
214,0,afternoon,NS,11.967969254308889,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
214,1,afternoon,EW,12.069224227927105,2,0,0,6,6,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
214,2,afternoon,EW,12.074959777028205,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
215,0,afternoon,EW,12.07201149180786,2,0,0,6,6,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
215,1,afternoon,NS,11.969299052509786,0,4,5,0,5,2.0,4,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
215,2,afternoon,NS,11.970593722164434,0,2,5,0,5,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
216,0,afternoon,NS,11.971198457576657,0,4,5,0,5,2.0,4,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
216,1,afternoon,EW,12.07397812541737,4,0,0,8,8,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
216,2,afternoon,EW,12.08544866741253,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
217,0,afternoon,EW,12.075805546576643,4,0,0,8,8,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
217,1,afternoon,NS,11.97551283737349,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
217,2,afternoon,NS,11.97551283737349,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
218,0,afternoon,NS,11.978520591719212,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
218,1,afternoon,EW,12.084654864916919,2,0,0,6,6,1.0,2,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
218,2,afternoon,EW,12.07891696653492,2,0,0,7,7,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
219,0,afternoon,EW,12.08799997044165,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
219,1,afternoon,NS,11.97907330533206,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
219,2,afternoon,NS,11.97907330533206,0,4,6,0,6,2.0,4,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
220,0,afternoon,NS,11.983684894422469,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
220,1,afternoon,EW,12.090084604431045,2,0,0,7,7,1.0,2,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
220,2,afternoon,EW,12.08434562542358,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
221,0,afternoon,EW,12.099205205296359,4,0,0,4,4,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
221,1,afternoon,NS,11.984271712451813,0,2,6,0,6,1.0,2,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
221,2,afternoon,NS,11.986871727311811,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
222,0,afternoon,NS,11.988806170615957,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
222,1,afternoon,EW,12.101206993072726,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
222,2,afternoon,EW,12.095469748398164,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
223,0,afternoon,EW,12.091982880065965,2,0,0,8,8,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
223,1,afternoon,NS,11.990928850775477,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
223,2,afternoon,NS,11.990928850775477,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
224,0,afternoon,NS,11.991242837422153,0,4,5,0,5,2.0,4,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
224,1,afternoon,EW,12.09500090696822,3,0,0,8,8,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
224,2,afternoon,EW,12.10074214192711,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
225,0,afternoon,EW,12.097424108835252,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
225,1,afternoon,NS,11.994826454206056,0,2,5,0,5,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
225,2,afternoon,NS,11.996130357106594,0,2,7,0,7,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
226,0,afternoon,NS,11.998612122875574,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
226,1,afternoon,EW,12.111472186631083,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
226,2,afternoon,EW,12.111472186631083,3,0,0,5,5,1.5,3,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
227,0,afternoon,EW,12.107894211101426,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
227,1,afternoon,NS,12.000648761972348,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
227,2,afternoon,NS,11.999343524206937,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
228,0,afternoon,NS,12.002851770805906,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
228,1,afternoon,EW,12.104429493597756,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
228,2,afternoon,EW,12.110172893887668,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
229,0,afternoon,EW,12.112547492735585,3,0,0,5,5,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
229,1,afternoon,NS,12.005089031874727,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
229,2,afternoon,NS,12.003782557563772,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
230,0,afternoon,NS,12.006296812780953,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
230,1,afternoon,EW,12.115148723612794,2,0,0,5,5,1.0,2,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
230,2,afternoon,EW,12.115148723612794,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
231,0,afternoon,EW,12.111344396304442,2,0,0,6,6,1.0,2,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
231,1,afternoon,NS,12.006819446007867,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
231,2,afternoon,NS,12.009432513385008,0,2,6,0,6,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
232,0,afternoon,NS,12.009252666808237,0,3,4,0,4,1.5,3,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
232,1,afternoon,EW,12.119606959857837,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
232,2,afternoon,EW,12.125349579702469,3,0,0,5,5,1.5,3,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
233,0,afternoon,EW,12.1212870766282,2,0,0,5,5,1.0,2,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
233,1,afternoon,NS,12.012141897027014,0,4,5,0,5,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
233,2,afternoon,NS,12.012141897027014,0,2,5,0,5,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
234,0,afternoon,NS,12.012520941046665,0,2,4,0,4,1.0,2,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
234,1,afternoon,EW,12.117284981391887,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
234,2,afternoon,EW,12.128774650491708,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
235,0,afternoon,EW,12.13066879489331,2,0,0,5,5,1.0,2,False,"Neural policy: queues NS/EW=(0,2), time=afternoon, emergency=False"
235,1,afternoon,NS,12.015612516304708,0,3,5,0,5,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=afternoon, emergency=False"
235,2,afternoon,NS,12.016922401660924,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
236,0,afternoon,NS,12.016420697342301,0,4,4,0,4,2.0,4,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
236,1,afternoon,EW,12.127113892342159,2,0,0,5,5,1.0,2,False,"Neural policy: queues NS/EW=(0,3), time=afternoon, emergency=False"
236,2,afternoon,EW,12.121366683012688,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=False"
237,0,afternoon,EW,11.910067260341215,4,0,0,6,6,2.0,4,True,"Neural policy: queues NS/EW=(0,4), time=afternoon, emergency=True | Emergency override: granted immediate green to priority approach."
237,1,afternoon,NS,12.01804013316986,0,3,5,0,5,1.5,3,False,"Neural policy: queues NS/EW=(2,0), time=afternoon, emergency=False"
237,2,afternoon,NS,12.02065973757329,0,2,6,0,6,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=afternoon, emergency=False"
